ISBN13,Review,Author
9781419705847,"Oh, dear! Another ""Wimpy Kid"" book. Will they ever end, or will we follow Greg Heffley all the way to the nursing home? I actually asked the publisher not to send me any more of these books because I really don't like them, but I am a book reviewer, so they send them anyway. I realize that they are immensely popular with many children and that some critics have praised them to the highest heavens as being truly in tune with the problems and angst of the modern middle school student. This may be part of the reason why they simply don't appeal to me whatever. I was in ""middle school"" (we called it upper elementary and junior high then) back in the 1960s, so the events and feelings of Greg are very far removed from my own experiences. Furthermore, the things described in the book are exactly the kinds of negative public-school related experiences from which Christian parents who homeschool wish to shelter their children. In The Third Wheel, Greg, who I believe is just in either seventh or eighth grade now, is really concerned about not having a girlfriend, especially with the upcoming Valentine's Day Dance. This may seem strange to a lot of folks, but at one time nearly all religious people opposed mixed dancing, and there are still a few of us around today. These kids are but twelve or thirteen, yet there is a lot of talk about getting a date and how to go about it. This is only middle school, yet Greg says, ""It's hard to keep track of who has gone out with who in my school,"" one boy boasts ""that he's kissed a bunch of different girls in my grade,"" and one couple has ""been going out...since the fifth grade."" Whatever happened to protecting the innocence and purity of children rather than pushing them into sexualized situations at earlier and earlier ages? I guess that this is what disturbs me most about these Wimpy Kid books, especially since they're marketed to children as young as eight. In addition to the dancing and the dating, there are references to other such wonderfully educational experiences in school that leave such pleasant memories as kids having toilet paper fights, people making obnoxious noises at a fellow named Bryan Buttsey, and guys getting ""pantsed."" Also, Greg's Uncle Gary has been married four times, spends what money he has on scratch lottery tickets at the convenience store, and is addicted to a virtual-world computer game-a really great role model! Thankfully, the language is not too bad, with only a couple of common euphemisms (heck, dang it), although Greg does use the expression, ""God knows what else."" There may actually be some real humor somewhere in the story, but it's completely lost on me. Admittedly, young people could be reading worse, but they could certainly read a lot better. So far as I can tell, there is simply nothing in the Wimpy Kid books that would be of any interest to godly people.",Wayne S. Walker
9781419706424,"First there was the Diary of a Wimpy Kid book, said to be a realistic fiction novel, by Jeff Kinney, which appeared on FunBrain.com in 2004 and was released in hardcover on April 1, 2007. Next, there have been several sequels, including Rodrick Rules (2008), The Last Straw (2009), Dog Days (2009), The Ugly Truth (2010), the only one that I have read, and Cabin Fever (2011). The seventh, The Third Wheel, is scheduled for release on November 13, 2012. Then there was a Diary of a Wimpy Kid film that was released by 20th Century Fox on March 19, 2010. After that, there were two more movies, Diary of a Wimpy Kid: Rodrick Rules, based on book two of the Wimpy Kid series in 2011, and Diary of a Wimpy Kid: Dog Days based on books three and four in 2012. Now, there is a tie-in book, written by Kinney, called The Wimpy Kid Movie Diary. It was originally published in 2010 and included film stills, script pages, storyboards, preliminary concept drawings, some new illustrations, and also behind the scenes information to chronicle in a humorous way the making of the film. The latest edition gives the story of all three movies. It begins with some background information about the original book, explains how it was made into a film, and then tells about the two movie sequels. Though the books, which chronicle in diary form how Greg Heffley relates to his dad Frank Heffley, his mom Susan Heffley, his older brother Rodrick, his little brother Manny, his best friend Rowley Jefferson, other kids at school, and people in the neighborhood, have been highly praised and very popular, I must be honest and say that they do not hit my hot button at all. However, those who do like the Wimpy Kids books and movies will undoubtedly enjoy this companion to the series and find it interesting.",Wayne S. Walker
9781419702235,"This book is the sixth book of the Diary of A Wimpy Kid series. I'm 15 years old, and im proud to say i own all books, and i absolutely love each and every one of them! I was so excited to read this one, but i might have been a bit disappointed. First of all, all of the series is a fun-fast read. They are all really funny, and even Juhina, yes Juhina, my 21 year old sister, loves them too. I felt like this book wasn't as funny as the first five. I just felt like it lacked the Greg spark, that always seemed to make the book hilarious. I guess there wasn't much funny interactions with his mom and dad and lil brother manny, which i loved reading about. There isn't much to write about this book, since half of the book is pictures. So i really hope the next book will be funnier than this one.",Juhina & Farah
9780810970687,"My daughter just finished reading this book, and it has quickly become a favorite of hers. In her words, this is her review. i really liked the fact that the writing looks like it is handwritten. i also like that it has a picture on each page. I preferred reading this book to watching TV or playing WII. I was so happy when my mom said I could read it! I can honestly say that I love every word in this book-even the end! It had some of the best funny parts, and I love going back and re-reading my favorite parts.",Ruth Hill
9780810983915,"Greg Heffley wants to spend his summer indoors, relaxing, playing video games with his friend, Rowley, and watching late-night horror films. His mom has other ideas, however. She wants him to spend time with the family, improving his education, and playing outdoors. Greg tries to implement his ideas of summer, but without much success. He tries to spend time with Rowley kicking back at his friend's father's country club, but gets permanently uninvited when he accidentally tells the clubhouse manager his complaints about the place's service. Things only get worse when his mom tells him he has to find a way to pay off half of the smoothie bill he and Rowley racked up. When Greg's father comes home with a dog that won't leave him alone, he's soon at his wits end. With failed attempts to earn money, a falling out with his best friend, and a crazy dog, will Greg ever survive summer? Will he find some way to make this into a great summer, despite the rocky start? This fourth installment is an excellent addition to the other three stories. Greg's true character really comes out in this novel as he discovers who he is, learns to balance everything that's going on, and takes an easy-going approach to life. The illustrations are well-done and only add to the book's humor. Avid and reluctant readers alike who have loved the other DIARY OF A WIMPY KID books, who like humorous stories, or who prefer reading realistic fiction will all enjoy this one.",TeensReadToo
9780810994737,"This book has GREAT humor! Sequel to Diary Of A Wimpy Kid, it's abosolutely hillarious. I agree, I can't wait to read Book #3, #4 and #5. Chirstmas present, anyone? Totally good for Christmas if your child or even YOU loved Book #1! Plus, I can't wait to see the movie that's just come out!",Alice
9780810994737,"It's DIARY OF A WIMPY KID #2, and I can't wait to read #3. These books are fantastic. The tales and adventures of Greg Heffley and his creative illustrations are well worth your time. Greg begins his second diary. He almost decided it wasn't worth it after Rodrick got his hands on the first diary, but once again he writes about his frustrations with his older brother, Rodrick, and his younger brother, Manny. Greg reveals all the embarrassing encounters involving his mother's determination to butt into his life. He also includes tales of his bumpy relationship with his best friend, Rowley. Imaginative cartoon drawings combined with fresh, wacky humor make the DIARY OF A WIMPY KID: RODRICK RULES popular with even the most sophisticated readers in my middle school. Everyone considers it just plain fun to read. Anyone who is currently striving to survive middle school, or anyone who remembers the pain, is sure to appreciate the good-natured humor in Jeff Kinney's creative series.",TeensReadToo
9780810993136,"If you work with middle grade kids, be sure to check out DIARY OF A WIMPY KID. Greg Heffley is a 6th-grade weakling trying to make his mark in the middle school world. His family includes a mom, a dad, a heavy metal big brother, and a whiny, tattling little brother. His best friend is Rowley, another odd 6th-grader with overprotective parents and the world-class ability to annoy. Greg is always a victim of the big, mean bullies in the school. He constantly seems to be in the wrong place at the wrong time. In an attempt to be ""cool"" he experiments with the idea of weightlifting, creating his own haunted house, running for class treasurer, and building a snowman big enough to be considered for the Guiness Book of World Records. However, the only mild success he accomplishes is as a safety guard whose job is to walk the kindergarten kids home at lunchtime. At least with that job he gets free hot chocolate and misses twenty minutes of math class. Readers will be able to relate to Greg's typical teenage problems. His parents ground him from his video games, his older brother picks on him, his little brother gets him in trouble, and the girls in his school think he is a waste of their time. He'd like to pretend he's just a mediocre student when he is really one of the ""uncool"" gifted kids. The odds are just stacked against him. Kinney bills his books as ""a novel in cartoons,"" which is sure to be a popular feature with middle grade readers, especially those of the reluctant variety. The clever illustrations were a fantastic way to play up the already great humor in the book. Once again, if you have anything at all to do with middle graders, get this book in their hands ASAP.",TeensReadToo
9781419700507,this was a good book to read it told you a lot about how the movie was made. Also how diary of a wimpy kid started of however I prefer the other diary of a wimpy books.,Nicholas
9781405266109,"The Vile Village is the seventh book in A Series of Unfortunate Events by American author, Lemony Snicket (aka Daniel Handler). As we once again join the unlucky Baudelaire orphans, they are sent by their banker, the ever-tussive Mr Poe, to the village of V.F.D under a government scheme based on the aphorism that it takes a whole village to raise a child. Having already suffered the loss of their parents, the threat of marriage, slave labour, hypnosis, a terrible boarding school, being thrown down a lift shaft and the murder of their Uncle Monty and Aunt Josephine at the hands of the evil Count Olaf and his nefarious assistants, the siblings are ever-vigilant of his reappearance. Luckily these well-mannered and uncomplaining children are also very resourceful: Violet invents, Klaus researches and Sunny bites. Snicket???C/??s tone throughout is apologetic, sincere and matter-of-fact as he relates the unfortunate events in the children???C/??s lives; his imaginative and even surreptitiously educational style will hold much appeal for younger readers. Snicket???C/??s word and phrase definitions are often hilarious. This instalment sees the Baudelaires lodged with Hector the Handyman and forced to do chores for the village. But their time with Hector is actually quite good, as Violet works on improving Hector???C/??s self-sustaining hot air mobile home, while Klaus scours the library for loopholes in V.F.D. rules and Sunny bites fallen branches whilst waiting on clues of their friends, the Quagmire Triplets. But they soon fall foul of the many village rules : Detective Dupin throws them into jail and threatens them with burning at the stake. And just who is Jaques Snicket and what was the message about the Baudelaire parents he was prevented from giving them before his murder? Of course Count Olaf and his girlfriend, Esme Squalor are up to their usual tricks. As always, the alliterative titles are delightful and Brett Helquist provides some wonderfully evocative illustrations. What is in store for the orphans now? Doubtless the eighth installment, The Hostile Hospital will reveal all.",Marianne Vincent
9781405253864,"I am 25, I enjoyed this series. The author Dan Handler (aka. lemony snicket), the name and seal L.S.-- to me it looks like like a dollar sign, because the books are slowly paces and keeps you wondering and going until the end, this author knew how to sell well. this is another addition. That keeps you somewhat satisfied, but enough.",Jamee Naylor
9780060288891,"The Ersatz Elevator is the sixth book in A Series of Unfortunate Events by American author, Lemony Snicket (aka Daniel Handler). As we once again join the unlucky Baudelaire orphans, they are deposited by their banker, the constantly coughing Mr Poe, at 667 Dark Avenue, into the hands of their new guardians, Jerome and Esme Squalor. Esme is a rather forceful woman who is a dedicated follower of fashion, while Jerome never likes to argue, with anyone. Having already suffered the loss of their parents, the threat of marriage, slave labour, hypnosis, a terrible boarding school, and the murder of their Uncle Monty and Aunt Josephine at the hands of the evil Count Olaf and his nefarious assistants, the siblings are ever-vigilant of his reappearance. Luckily these well-mannered and uncomplaining children are also very resourceful: Violet invents, Klaus researches and Sunny bites. Snicket's tone throughout is apologetic, sincere and matter-of-fact as he relates the unfortunate events in the children's lives; his imaginative and even surreptitiously educational style will hold much appeal for younger readers. Snicket's word and phrase definitions are often hilarious. This instalment sees the Baudelaires climbing a lot of stairs (and occasionally sliding down bannisters), forced to wear ill-fitting pinstripe suits, drinking aqua martinis and parsley sodas, eating at Cafe Salmonella, climbing up and down a lift shaft, being thrown down a lift shaft, and improvising ropes and welding equipment, all the while worrying about their kidnapped friends, the Quagmire triplets. Count Olaf once again manages to fool the adults with a simple disguise involving a monocle, high boots and improper English. Sunny uses her teeth to save the day and surprises everyone by bidding at an auction. As always, the alliterative titles are delightful and Brett Helquist provides some wonderfully evocative illustrations. Where will the orphans end up next? Perhaps the seventh installment, The Vile Village, will shed light on their fate.",Marianne Vincent
9781409508502,"The book is adorable , just what I wanted for a baby shower for our soon to be born great granddaughter. Her mom is a teacher, and I know she'll appreciate it. But..the inside of the back cover is damaged, nasty wrinkles across the inner top, so that it looks used. I'm hoping to have a replacement in time for her baby shower on Nov. 1st.. I'm delighted to have found this site and hope to order many more children's books.",Linda Isaacs
9781423143420,"Reason for Reading: I love Mo Willems! Piggie is celebrating his favourite day ""Pig Day"" but when he finds his friend Gerald has left the festivities he goes looking for him to find out what is the matter. Can Gerald the Elephant enjoy Pig Day when he is an Elephant. I don't have a lot to say about this book. It's Mo Willems and Elephant & Piggie! You can't go wrong. Fun story with a little lesson about accepting and participating in others' festival or holidays. Illustrations are what we expect from Willems and these books are going to become classics for future generations. The end pages are their usual fun to look at, watch for Pigeon to show up. I'll just say this book is not quite up to par with most of the others in this series. It's cute and fun but didn't quite hit the hilarious mark this time but, hey!, it's still Mo Willems, so that's not saying much.",Nicola Mansfield
9780545504904,"It's been a year long wait to find out what would happen to our friends George and Harold and Book #11 doesn't disappoint. There is a slight mixing up of the usual format which I missed but it is all there just slightly out of order. Thankfully, a comic book starts off with a brief four pages that summarizes books 1-9, then the first chapter spends a couple of pages reminding us where we are after book ten. Book 11 is just as fantastically hyperspeed as the last one, time-travel back and forth, speeding here, speeding there and then the ultimate problem arises when the time traveling results in double sets of our heroes. Yesterday George and Yesterday Harold are living in the same time as the present ones and by book's end all four Harold and George's are in big trouble with the only consolation the announcement of book 12. The book is just as funny and silly as usual and fans will be delighted. Even if you've grown out of the series, you may just want to give this a read to keep up to date with these old friends. Tra-la-la!",Nicola Mansfield
9780545175302,"Reason for Reading: My ds read aloud to me as his reader. I received this book as an *extra* from Scholastic, along with one I had requested to review. I was not entirely impressed, I'm sorry to say. Neither I nor my children (up to 21 yo) have ever read a Dave Pilkey book and there has been a reason for that. I admit I do have certain la-di-da standards when it comes to what books I allow to pass through my children's hands and yes, you could call me a ""book snob"" in that sense. One of the things that has always irritated me to no end is when parents, teachers, librarians, etc. will say about a child who consistently reads books with little to no literary merit is ""At least they're reading!"". My response to that has always been: You don't hand a child who won't eat his vegetables a box of cookies and say ""At least they're eating!"". It's the same thing, to me. But I have to admit, publicly, here and now, that I WAS WRONG about Dave Pilkey! At first glance through this book, I cringed at the purposeful spelling and grammar errors. I thought the story was silly (stupid, even) but then told myself the book is for 10yo boys not *ahem*yo mothers; the boys would love it. Wait a minute, *I* have a 10yo boy! Then I began to actually read the text and realized my 10 yo son would be able to read a good portion of this book. My son is autistic with several learning disabilities and at this point is reading easy readers. Here was a book, a thick book, with chapters, that was aimed at his age group that might actually excite him about reading. So I gave him the book, and while he did need a lot of help, he *could* read much of the book and LOVED the story. Every morning when we started our routine, he would say ""I can't wait to read my book!"" You don't know what music that was to this readaholic mum's ears! I usually give him a break from reading from his reader on Fridays, as he reads a story from an easy reader Bible that day but he was so upset to find ""Ook and Gluk"" missing that first Friday that he stormed off to get the book and happily read twice on Fridays from then on, without even thinking it was a chore! My son absolutely loved this book! Thought it was hilarious, loved the ""flip-o-rama"" pages and it is probably his favourite book *ever* right now. He was thrilled to see the page that said another Ook and Gluk book would be coming soon. Myself, I have to admit, it was funny and silly. I did laugh. The spelling and grammar errors were irksome but I got used to it and realize they made the book easier to read. My son was able to read some of the big words because they were misspelled, which gave him reading confidence. I don't intend to feed him a daily diet of Dave Pilkey but Dave is now welcome in our home and I intend to have him read the first graphic novel about the Diaper Baby in the not too distant future. Then I will finally go have a look at those darn Captain Underpants books! and check out the reading level. Thanks to OOk and Gluk, a mum learned a lesson and a boy found a book he was passionate to read.",Nicola Mansfield
9780141321134,"'The Wind in the Willows'... ah! A perfectly lovely read that families should be enjoying by their fireside. The animals in the story will become your closest friends. What a joy to watch their antics unfold! Especially Toad... poor, misguided Toad. The one thing I could have done without? There was a certain word that the author used on several occasions throughout the story. I was quite shocked to find it in a children's book, but, oh well. To Ratty and Moley: I do hope you'll both visit me again sometime. If only I could visit the River Thames...",Tarissa
9780141332598,"Egypt is one of the oldest literary cultures on earth, dating from 3200 B.C. when Menes united Upper and Lower Egypt. The tales in this book are divided into three sections. ""Tales of the Gods"" tell myths about ancient Egyptian deities such as Amen-Ra, Isis, Osiris, Thoth, Horus, Khnemu, and others. ""Tales of Magic"" relate legends about semi-historical figures in ancient Egypt like Seneferu, Khufu, Rameses the Great, and Bata. And ""Tales of Adventure"" contain other stories that the ancient Egyptians recorded. These tales are taken from the hieroglyphics carved on temples and tombs and the later papyri written after Demotic script superseded the old hieroglyphs. There are a few references to drinking wine and beer, but there is also a mention of Joseph and the Israelites in the prologue implying that the author considered them genuine historical entities. A time chart of Egyptian history places the different tales into their historical context, and there are several pages of facts about ancient Egyptian culture and beliefs. The book would make an excellent complement to a homeschool study of ancient Egypt. Roger Gilbert Lancelyn Green (1918-1987), born in Norwich, England, was a British biographer, children's writer, and Oxford academic who formed part of the Inklings literary discussion group along with C.S. Lewis and J.R.R. Tolkien. He had studied under Lewis at Merton College, Oxford, and remained close to Lewis until the latter's death in 1963. In fact, when Lewis started writing his famous children's fantasy books in the late 1940s, it was Green who encouraged him to publish it and suggested that they should be called The Chronicles of Narnia. Green became known primarily for his writings for children, particularly his retellings of the myths of Greece in Tales of the Greek Heroes (1958), The Tale of Troy (1958), and Tales the Muses Told: Ancient Greek Myths (1965); and The Tale of Thebes (1977); Norse mythology in The Saga of Asgard, later renamed Myths of the Norsemen (1960); the Arthurian legends in King Arthur and His Knights of the Round Table (1953); the stories of Robin Hood in The Adventures of Robin Hood (1956); and even Tales from Shakespeare (1965). His works of original fiction include The Luck of Troy (1961), set during the Trojan War, and The Land of the Lord High Tiger (1958), a fantasy that has been compared to the Narnia books. There are some in the homeschool movement who have strong objections to reading and studying mythology, claiming that it gives credence to heathen idolatry. While I respect their sincere convictions, I do not necessarily agree with their conclusions. The fact that many ancient cultures worshipped false gods and the stories that they told about those false gods are part of the history of our world, and there are many aspects of our Western culture which are drawn from them. I am convinced that we can read and study about the pagan idol gods from a purely historical standpoint without honoring them in any way or being in danger of believing in them, and can even see from learning about them how much superior the one true God who is revealed to us in the Bible truly is. I did not find Green's Tales of Ancient Egypt to be awesome or inspiring, but I thought that they were interesting reading, and they do remind me how thankful I am that our universe is ruled over by a holy, just, reasonable, and orderly Lord rather than the hodge-podge of mystical, magical, mythical deities of ancient Egypt.",Wayne S. Walker
9780141321035,One of the most intellectual books I have ever read.,hagar
9780141332482,"A decidedly delightful fairy tale, of honor, bravery, and peril! This is my first of George MacDonald's, and I can honestly say I enjoyed this little fantasy adventure. I so enjoyed following the Princess, as she has now become a favorite literary character of mine, the way she so sweetly handles her royal privileges. I'm now looking forward to the sequel!",Tarissa
9780141332482,"When I was a wee little thing I happened to come across the 1994 animated film adaptation of this believed children's classic and fell in love with it. It wasn't until recently (this year) that I realized that it was based on a classic piece of children's literature so when I found out I did some investigating and downloaded the kobo e-book version onto my BlackBerry and before I knew it I was reading it every chance I got. Right away though I noticed that there were of course some key differences. Since the movie I watched was a 1994 film there were some changes made to the story line. It was made to be more accessible to the modern audience but for what it was I enjoyed the book version as well. The story was a fun one and normally I'm not one for the classics but this was a good one. It was enjoyable though I sometimes felt that the story lacked the flow of a more modern novel but that is in part due to the audience it was written for back in 1872. For me, while my tastes are lean towards the more modern I did enjoy the book. I though Irene was a cute character. Her curiosity while it almost lead to her ruin was adorable to see play out on the pages, though I didn't like the demeaning way she treated Curdie the local boy who saved hers and her nursemaid's skin one night. Then again she was a princess and a very young one at that so I suppose I could excuse her attitude. Curdie though had to be my favourite character because of how smart, self reliant and courageous manner. He was the main character for me because much of the book centered around his activities in finding the goblins, and figuring out their master plan. The writing wasgood, it intrigued me but as I stated before the flow put me off a bit. I think that it was a lovely little children's classic and it deserves a spot on every kid's bookshelf because their a princess for the girls to admire and a hero for the boys. Overall, I would recommend this book to everyone young and old. This would be a good book for a night time read aloud book for kids or to be read by teachers to their classes. I'm a strong believer that though a book is older it should not lose its place on out bookshelves. I plan on reading the sequel to this book in 2013.",Kimberly Roy
