isbn,name_y,review_count,Most Popular Series,Best Seller Series,Most Searched Tags,name_x,min_age,max_age,rating
9781454929512,Big Steps,153,,,,"No More Diapers (Big Steps) (August 14, 2018)",2,4,4.6
9781529083033,Big Steps,152,,,,"No More Dummies: Giving Up Your Dummy (Campbell Big Steps, 9) (March 17, 2022)",2,4,4.5
9781529086928,Big Steps,57,,,,Let's Brush our Teeth,2,4,4.5
9781454929499,Big Steps,27,,,,"It's Time for Bed (Big Steps) (August 14, 2018)",2,4,4.7
9781529086935,Big Steps,23,,,,No More Tantrums,2,4,4.1
9781529083026,Big Steps,12,,,,"Let's Wash Our Hands: Bathtime and Keeping Clean (Campbell Big Steps, 10) (March 17, 2022)",2,4,4.5
B00L6YQ6SE,Busy Books,651,,,Push Pull Slide,"[(Busy Builders)] [ Illustrated by Rebecca Finn ] [January, 2014]",2,3,4.7
9781529016598,Busy Books,339,,,Push Pull Slide,"Busy Fire Station (Busy Books) (January 23, 2020)",2,3,4.7
9781529004199,Busy Books,290,,,,Busy Railway BOARD,2,3,4.8
9781509851447,Busy Books,273,,,,"Busy London (June 1, 2018)",2,3,4.7
9781529004175,Busy Books,213,,,,"Busy Beach (Busy Books) (May 2, 2019)",2,3,4.7
9781529005004,Busy Books,210,,,,"Busy Tractor (Busy Books) (June 13, 2019)",2,3,4.6
9781529022667,Busy Books,205,,,,"Busy Chinese New Year (Busy Books) (December 26, 2019)",2,3,4.7
9781529052428,Busy Books,199,,,,"Busy Diggers (Busy Books) (May 13, 2021)",2,3,4.7
9781447277026,Busy Books,187,,,,Busy Swimming (Busy Books),2,3,4.7
9781529052305,Busy Books,163,,,,"Busy Easter (Busy Books) (February 18, 2021)",2,3,4.7
9781529004991,Busy Books,157,,,Push Pull Slide,"Busy Friends (Busy Books) (June 13, 2019)",2,3,4.7
B01FIXX6U4,Busy Books,130,,,Push Pull Slide,Busy Town (Busy Books) (2014-01-30),2,3,4.7
9781405020039,Busy Books,128,,,,Busy Park,2,3,4.7
9781529004205,Busy Books,125,,,,"Busy Boats (Busy Books) (May 2, 2019)",2,3,4.8
9781509851515,Busy Books,99,,,,"Busy London at Christmas (December 15, 2017)",2,3,4.8
9781529052244,Busy Books,90,,,Push Pull Slide,"I Love My Mummy (Busy Books) (February 4, 2021)",2,3,4.7
9781529017014,Busy Books,81,,,,"Busy Scotland (50) (Busy Books) (March 5, 2020)",2,3,4.7
9781529052411,Busy Books,61,,,,"Busy Cars (Busy Books) (May 13, 2021)",2,3,4.5
9781529016604,Busy Books,57,,,Push Pull Slide,"Busy Shopping (Busy Books) (March 18, 2021)",2,3,4.8
9781529017694,Busy Books,47,,,,"Busy Ambulance (Busy Books) (March 18, 2021)",2,3,4.5
9781529024401,Busy Books,45,,,,"Busy Kittens (Busy Books) (January 23, 2020)",2,3,4.7
9781509869497,Busy Books,23,,,,Busy Elves,2,3,5
9781529004922,Busy Books,21,,,,"Busy Reindeer (Busy Books) (October 3, 2019)",2,3,4.9
9780230739888,Busy Books,19,,,,"Busy Funfair (Busy Books) (June 1, 2010)",2,3,4.1
9781529017700,Busy Books,16,,,,"Busy Kangaroo (51) (Busy Books) (May 1, 2021)",2,3,4.3
9781529005028,Busy Books,6,,,,"Busy Lion Cubs (Busy Books) (May 30, 2019)",2,3,4.3
9781529052251,Busy Books,5,,,,"Busy Storytime (Busy Books) (January 21, 2021)",2,3,3.9
9781509866946,Campbell Axel Scheffler,"3,416",,,Push Pull Slide,"Axel Scheffler On the Farm (March 1, 2020)",2,3,4.7
9781509866953,Campbell Axel Scheffler,"1,673",,,Push Pull Slide,In The Jungle,2,3,4.7
9781529023329,Campbell Axel Scheffler,383,,,Push Pull Slide,"Freddy the Frog (March 1, 2021)",2,3,4.6
9781529023336,Campbell Axel Scheffler,370,,,,"Pip the Puppy (March 1, 2021)",2,3,4.5
9781529010701,Campbell Axel Scheffler,285,,,,"Axel Scheffler The Noisy Farm Book: A Press-the-Page Sound Book (June 13, 2019)",2,3,4.6
B015X35KJE,Campbell Axel Scheffler,226,,,,Pip the Dog and Freddy the Frog (Rhyming Stories) (2015-01-01),2,3,4.6
9781529053043,Campbell Axel Scheffler,183,,,,"Lizzy the Lamb (July 1, 2021)",2,3,4.5
9781529053050,Campbell Axel Scheffler,113,,,,"Katie the Kitten: A Push, Pull, Slide Book (October 1, 2021)",2,3,4.6
9781529025439,Campbell Axel Scheffler,104,,,,"The Noisy Jungle Book: Press the Pages to Hear 10 Sounds (March 5, 2020)",2,3,4.5
9781454926559,First Explorers,627,,,Push Pull Slide,"Dinosaurs (First Explorers) (August 1, 2017)",2,3,4.8
9781454926580,First Explorers,596,,,Push Pull Slide,"Sea Creatures (First Explorers) (August 1, 2017)",2,3,4.8
9781454929406,First Explorers,474,,,Space & Universe,"Astronauts (First Explorers) (February 6, 2018)",2,3,4.8
9781454929413,First Explorers,313,,,,"Brilliant Bugs (First Explorers) (February 6, 2018)",2,3,4.6
9781509878789,First Explorers,280,,,,Things That Go,2,3,4.7
9781509898343,First Explorers,254,,,,"Machines (First Explorers) (March 7, 2019)",2,3,4.7
9781454926566,First Explorers,227,,,Push Pull Slide,"In the Jungle (First Explorers) (August 1, 2017)",2,3,4.8
9781454929437,First Explorers,226,,,Push Pull Slide,"Wild Animals (First Explorers) (February 6, 2018)",2,3,4.6
9781454929420,First Explorers,211,,,Push Pull Slide,"My Body (First Explorers) (February 6, 2018)",2,3,4.4
9781454926573,First Explorers,196,,,,"Night Animals (First Explorers) (August 1, 2017)",2,3,4.8
9781509878772,First Explorers,147,,,,Snowy Animals,2,3,4.7
9781529003819,First Explorers,100,,,Space & Universe,"Moon Landing (First Explorers) (May 16, 2019)",2,3,4.8
9781447295693,First Stories,242,,,Push Pull Slide,First Stories Rapunzel,2,3,4.6
9781447295679,First Stories,226,,,Push Pull Slide,Cinderella (First Stories),2,3,4.6
9781781979563,First Stories,163,,,Push Pull Slide,Snow White (Pop Up Fun),2,3,4.5
9781509821020,First Stories,160,,,Push Pull Slide,Little Mermaid,2,3,4.5
9781509821013,First Stories,122,,,,Beauty and the Beast (First Stories) [Board book] Dan Taylor,2,3,4.6
9781509851690,First Stories,92,,,,Hansel & Gretel,2,3,4.5
9781509818372,First Stories,90,,,,The Nutcracker (First Stories),2,3,4.6
9781509851683,First Stories,46,,,,Sleeping Beauty (First Stories),2,3,4.7
9781509851713,First Stories,45,,,,Puss In Boots,2,3,4.4
9781509851706,First Stories,33,,,,The Snow Queen (First Stories),2,3,4.3
9781408361795,Giles Andreae,1784,,,Animal Stories,Commotion In The Ocean,2,3,4.8
9781408315880,Giles Andreae,1602,,,,There'S A House Inside My Mummy Board Book,2,3,4.7
9781408359495,Giles Andreae,1195,,,,Be Brave Little Penguin,2,3,4.8
9781408352519,Giles Andreae,934,,,Animal Stories,Rumble In The Jungle,2,3,4.7
9781408341889,Giles Andreae,709,,,Animal Stories,Mad About Minibeasts!,2,3,4.8
9781408352502,Giles Andreae,638,,,,The Lion Who Wanted To Love Board Book,2,3,4.7
9780385610391,Giles Andreae,342,,,,Pants,2,3,4.7
9781408364864,Giles Andreae,215,,,,Elephant Me,2,3,4.7
9781408318652,Giles Andreae,132,,,,Abc Animal Rhymes For You And Me Board Book,2,3,4.5
9781419731655,I Am Books,"2,838",,,Social Skills,"I Am Human: A Book of Empathy (I Am Books) (October 2, 2018)",2,3,4.9
9781419727016,I Am Books,"2,572",,,Social Skills,"I Am Peace: A Book of Mindfulness (I Am Books) (September 26, 2017)",2,3,4.8
9781419737268,I Am Books,"1,895",,,Social Skills,"I Am Love: A Book of Compassion (I Am Books) (September 17, 2019)",2,3,4.9
9781419716645,I Am Books,"1,340",,,Social Skills,"I Am Yoga (I Am Books) (September 8, 2015)",2,3,4.8
9781419742385,I Am Books,778,,,,"I Am One: A Book of Action (I Am Books) (September 15, 2020)",2,3,4.9
9781419746468,I Am Books,356,,,,"I Am Courage: A Book of Resilience (I Am Books) (September 7, 2021)",2,3,4.9
9781419746482,I Am Books,65,,,,"I Am Me: A Book of Authenticity (I Am Books) (September 27, 2022)",2,3,4.8
9781426334665,Little Kids First Board Book,627,1,,Learning Times,"National Geographic Kids Little Kids First Board Book: Wild Animal Sounds (First Board Books) (October 29, 2019)",2,3,4.6
9781426333125,Little Kids First Board Book,216,1,,Learning Times,"National Geographic Kids Little Kids First Board Book: Animals On the Go (First Board Books) (April 30, 2019)",2,3,4.7
9781426333149,Little Kids First Board Book,216,1,,Space & Universe,"National Geographic Kids Little Kids First Board Book: Space (April 30, 2019)",2,3,4.7
9781426334689,Little Kids First Board Book,104,1,,,"National Geographic Kids Little Kids First Board Book: Ocean (First Board Books) (October 29, 2019)",2,3,4.7
9781426336966,Little Kids First Board Book,59,1,,,"National Geographic Kids Little Kids First Board Book: Dinosaurs (First Board Books) (March 19, 2020)",2,3,4.7
9781426339028,Little Kids First Board Book,35,1,,,"Little Kids First Board Book: Insects (First Board Books) (December 1, 2020)",2,3,4.8
9781426339035,Little Kids First Board Book,28,1,,,"Little Kids First Board Book: Weather (First Board Books) (December 1, 2020)",2,3,4.5
9781426336980,Little Kids First Board Book,27,1,,,"National Geographic Kids Little Kids First Board Book: Things That Go (First Board Books) (March 19, 2020)",2,3,4.5
9781426371448,Little Kids First Board Book,18,1,,,"Little Kids First Board Book: Birds (First Board Books) (March 1, 2022)",2,3,4.6
9781426371455,Little Kids First Board Book,17,1,,,"Little Kids First Board Book: Trucks (First Board Books) (December 21, 2021)",2,3,5
B086MKRLKK,My First STEAM Words,"2,219",,,S.T.E.A.M. Learning,"My First 100 Science Words: The New Early Learning Series from the #1 Science Author for Kids (Padded Board Books, Gifts for Toddlers, Science Board Books for Babies) (My First STEAM Words) (April 7, 2020)",2,3,4.7
B086MGLRFP,My First STEAM Words,520,,,S.T.E.A.M. Learning,"My First 100 Mathematics Words: Introduce Babies and Toddlers to Algebra, Geometry, Calculus and More! From the #1 Science Author for Kids (My First STEAM Words) (April 7, 2020)",2,3,4.8
B086MKJCZY,My First STEAM Words,501,,,S.T.E.A.M. Learning,"My First 100 Engineering Words: Essential STEAM Learning for Babies and Toddlers from the #1 Science Author for Kids (My First STEAM Words) (April 7, 2020)",2,3,4.8
B086MNVZBY,My First STEAM Words,320,,,S.T.E.A.M. Learning,"My First 100 Technology Words: Essential STEM Learning for Toddlers from the #1 Science Author for Kids (My First STEAM Words) (April 7, 2020)",2,3,4.8
B086MJCV8M,My First STEAM Words,312,,,S.T.E.A.M. Learning,"My First 100 Art Words: Introduce Babies and Toddlers to Painting, Architecture, Music, and More! (Preschool STEAM, Art Books for Babies) (My First STEAM Words) (April 7, 2020)",2,3,4.8
B08DK1FT6C,My First STEAM Words,272,,,,"My First 100 Nature Words: An Early Learning STEM Board Book for Babies and Toddlers about Environments, Animals, Plants and More! From the #1 Science ... (Gifts for Toddlers) (My First STEAM Words) (November 3, 2020)",2,3,4.7
B08GJQ3YKM,My First STEAM Words,237,,,Space & Universe,"My First 100 Space Words: Planets, Stars, the Solar System, and Beyond for Babies and Toddlers - From the #1 Science Author for Kids (My First STEAM Words) (December 1, 2020)",2,3,4.8
B08GJQKGSV,My First STEAM Words,112,,,S.T.E.A.M. Learning,"My First 100 Ocean Words: A Vocabulary Builder for Kids - Introduce Babies and Toddlers to Marine Biology, Ocean Animals, Boats, Beaches, and More! (My First STEAM Words) (December 1, 2020)",2,3,4.7
B08GV9YKFM,My First STEAM Words,109,,,S.T.E.A.M. Learning,"My First 100 Construction Words: Teach Babies and Toddlers about Trucks, Tools, Technology and More with this STEM Vocabulary Builder (Things That Go Book for Kids) (My First STEAM Words) (January 5, 2021)",2,3,4.8
B096LCJ8NY,My First STEAM Words,105,,,S.T.E.A.M. Learning,"My First 100 Dinosaur Words: A STEM Vocabulary Builder for Babies and Toddlers (My First STEAM Words) (August 3, 2021)",2,3,4.8
B08KHR65NW,My First STEAM Words,98,,,,"My First 100 Animal Words: Expand Vocabulary and Teach Babies and Toddlers about Animals from around the World (Animal Books for Kids) (My First STEAM Words) (February 2, 2021)",2,3,4.7
B094XPKXXN,My First STEAM Words,69,,,,"My First 100 Bug Words: Expand Vocabulary and Teach Babies and Toddlers about Beetles, Bees, Butterflies, and More! (My First STEAM Words) (August 3, 2021)",2,3,4.8
B096LCWZHK,My First STEAM Words,64,,,,"My First 100 Weather Words: A STEM Vocabulary Builder for Babies and Toddlers (My First STEAM Words) (August 3, 2021)",2,3,4.8
144491085X,Oi Frog and Friends Book,"3,941",1,,Animal Stories,Oi Frog!,2,4,4.8
144491958X,Oi Frog and Friends Book,"3,417",1,,Animal Stories,Oi Dog! (Oi Frog and Friends),2,4,4.8
9781444932515,Oi Frog and Friends Book,"3,299",1,,Animal Stories,"Oi Cat! (Oi Frog and Friends) (March 26, 2019)",2,4,4.8
9781444937329,Oi Frog and Friends Book,"2,799",1,,,"Oi Duck-billed Platypus! (Oi Frog and Friends) (July 2, 2019)",2,4,4.8
9781444937350,Oi Frog and Friends Book,"2,598",1,,,"Oi Puppies! (October 3, 2019)",2,4,4.8
9781444955910,Oi Frog and Friends Book,"1,512",1,,,"Oi Aardvark! (Oi Frog and Friends) (September 3, 2020)",2,4,4.8
144494231X,Oi Frog and Friends Book,636,,,,Oi Goat!: World Book Day 2018 (Oi Frog and Friends),2,4,4.2
9781444951202,Oi Frog and Friends Book,620,,,,"Oi Frog Sticker Book (April 18, 2019)",2,4,4.7
144495685X,Oi Frog and Friends Book,238,,,,Oi See It Say It Sticker Activity,2,4,4.7
9781444941357,Oi Frog and Friends Book,75,,,,"Oi Frog! (April 1, 2018)",2,4,4.3
9781444941487,Oi Frog and Friends Book,20,,,,Oi Frog,2,4,4.7
9780857631152,Pip and Posy,523,,,Animal Stories,"Pip and Posy: The Bedtime Frog (September 5, 2013)",2,3,4.8
9780857630056,Pip and Posy,512,,,,"Super Scooter (April 29, 2011)",2,3,4.8
9781788000864,Pip and Posy,504,,,,"Pip & Posy The Christmas Tree (September 25, 2018)",2,3,4.9
9780857631268,Pip and Posy,438,,,Animal Stories,"Pip and Posy: The Snowy Day (September 20, 2012)",2,3,4.9
9780857630049,Pip and Posy,431,,,,"Little Puddle (June 22, 2011)",2,3,4.8
9780857631008,Pip and Posy,409,,,,"Pip Posy the Big Balloon (April 24, 2012)",2,3,4.9
9780857636355,Pip and Posy,345,,,,Pip & Posy The New Friend,2,3,4.9
9780857630315,Pip and Posy,331,,,,"Scary Monster (October 13, 2011)",2,3,4.8
9781788008303,Pip and Posy,264,,,,"Pip and Posy: the Friendly Snail (March 4, 2021)",2,3,4.9
9780857632678,Pip and Posy,136,,,,"Pip & Posy Look & Say (March 20, 2014)",2,3,4.6
9781839943195,Pip and Posy,112,,,,"Pip and Posy: The Birthday Party (September 2, 2021)",2,3,4.8
9780230753099,Tales From Acorn Wood,"6,190",1,Teacher Pick,Animal Stories,"Fox's Socks. Written by Julia Donaldson (Tales from Acorn Wood) (January 1, 2011)",2,3,4.8
9781447273417,Tales From Acorn Wood,"6,143",1,,Animal Stories,Rabbit's Nap (Tales From Acorn Wood),2,3,4.8
B01071BYXI,Tales From Acorn Wood,"3,601",1,,,"Hide-And-Seek Pig. Written by Julia Donaldson (Tales from Acorn Wood) by Donaldson, Julia (2011) Hardcover",2,3,4.8
9781447273424,Tales From Acorn Wood,"2,719",1,,,Postman Bear (Tales From Acorn Wood),2,3,4.8
9781529034363,Tales From Acorn Wood,"2,204",1,,,"Cat's Cookbook: A new Tales from Acorn Wood story (April 29, 2021)",2,3,4.8
9781529034370,Tales From Acorn Wood,"1,555",1,,,Squirrel's Snowman,2,3,4.8
9781529034387,Tales From Acorn Wood,980,,,,"Mole's Spectacles (Tales From Acorn Wood, 7) (February 17, 2022)",2,3,4.8
9781529034394,Tales From Acorn Wood,718,,,,"Badger's Band (Tales From Acorn Wood, 8)",2,3,4.8
9781509894772,Tales From Acorn Wood,408,,,,"Tales From Acorn Wood Treasury (August 22, 2019)",2,3,4.8
9781447273448,Tales From Acorn Wood,287,,,,"Tales from Acorn Wood: Hide-And-Seek Pig and Postman Bear (January 1, 2015)",2,3,4.7
B00ZQBOOOQ,Tales From Acorn Wood,216,,,,"Tales from Acorn Wood: Hide-and-Seek Pig by Donaldson, Julia (2015) Board book",2,3,4.7
9781474917902,Very First Questions and Answers,"1,769",,,Learning Times,What Is Poo,2,4,4.7
9781474924245,Very First Questions and Answers,715,,,Learning Times,"What are Germs? (Very First Lift-the-Flap Questions & Answers) (September 1, 2017)",2,4,4.8
9781474948210,Very First Questions and Answers,696,,,Space & Universe,"What is the Moon? (Very First Lift-the-Flap Questions & Answers) (June 13, 2019)",2,4,4.8
9781474968935,Very First Questions and Answers,634,,,Learning Times,Why Should I Brush My Teeth,2,4,4.7
9781474924252,Very First Questions and Answers,555,,,Space & Universe,"What are Stars? (Very First Lift-the-Flap Questions & Answers) (December 28, 2017)",2,4,4.8
9781474948180,Very First Questions and Answers,553,,,,"What are Feelings? (Lift-the-Flap First Questions & Answers) (July 11, 2019)",2,4,4.7
9781474917933,Very First Questions and Answers,395,,,,Why Do We Need Bees BOARD,2,4,4.9
9781474940627,Very First Questions and Answers,327,,,,"Why Do We Need A Potty? (Very First Lift-the-Flap Questions & Answers) (September 5, 2019)",2,4,4.6
9780794535810,Very First Questions and Answers,278,,,,What Makes it Rain?,2,4,4.8
9781474940108,Very First Questions and Answers,201,,,,Very First Lift The Flap Questions & Ans,2,4,4.7
B07H8MCTZH,Very First Questions and Answers,195,,,,Where Do Babies Come From? (Lift-the-Flap First Questions and Answers),2,4,4.6
9781409582137,Very First Questions and Answers,153,,,,"Lift-the-flap First Questions and Answers How do flowers grow ? (June 18, 2015)",2,4,4.8
9781474940092,Very First Questions and Answers,75,,,,What Is Snow,2,4,4.8
9781474982146,Very First Questions and Answers,55,,,,"What are Clouds? (Lift the Flap First Questions and Answers) (Lift-the-flap Very First Questions and Answers) (April 1, 2021)",2,4,4.8
9781474989008,Very First Questions and Answers,46,,,,"How Can I Be Kind? (Lift-the-Flap First Questions and Answers): 1 (Lift-the-Flap First Questions & Answers) (April 29, 2021)",2,4,4.7
9781474952637,Very First Questions and Answers,34,,,,"Usborne Very First Lift-the-Flap Questions And Answers Collection 2 Books Set (What are Germs, What is Poo)",2,4,4.6
9781474979870,Very First Questions and Answers,26,,,,"Are dinosaurs real ? - Lift-the-flap Very First Questions and Answers (April 15, 2021)",2,4,4.7
9781474989855,Very First Questions and Answers,9,,,,"Lift-the-flap Very First Questions & Answers: Why Should I Get Dressed? (Lift the Flap Very First Q & A) (Very First Questions and Answers): 1 (September 2, 2021)",2,4,5
9780794551698,Very First Questions and Answers,2,,,,Where Does Poop Go? (Lift-the-Flap First Questions and Answers),2,4,5
9781524764562,Who's In Your Book?,"7,645",1,Global Bestseller,,"There's a Monster in Your Book (Who's In Your Book?) (September 5, 2017)",2,3,4.9
9781524766382,Who's In Your Book?,"7,318",1,,,"There's a Dragon in Your Book (Who's In Your Book?) (September 4, 2018)",2,3,4.9
9781984893444,Who's In Your Book?,"3,752",1,,,"There's an Elf in Your Book (Who's In Your Book?) (October 1, 2019)",2,3,4.7
9780593125120,Who's In Your Book?,"2,960",1,,,"There's an Alien in Your Book (Who's In Your Book?) (June 30, 2020)",2,3,4.8
9780593434765,Who's In Your Book?,"2,150",1,,,"There's a Unicorn in Your Book (Who's In Your Book?) (January 4, 2022)",2,3,4.8
9780593125151,Who's In Your Book?,"2,048",1,,,"There's a Witch in Your Book (Who's In Your Book?) (July 6, 2021)",2,3,4.9
9780593304624,Who's In Your Book?,"2,042",1,,,"There's a Superhero in Your Book (Who's In Your Book?) (January 5, 2021)",2,3,4.8
9780593703991,Who's In Your Book?,577,,,,"There's a Bear in Your Book (Who's In Your Book?) (October 31, 2023)",2,3,4.8
9780060254926,,"32,987",,New York Times Bestseller,Bedtime Stories,Where the Wild Things Are: A Caldecott Award Winner,2,4,
9780007348695,,"18,953",,New York Times Bestseller,Animal Stories,THE CAT IN THE HAT,2,4,
9780525553366,,"17,662",,New York Times Bestseller,Bedtime Stories,Hair Love,2,4,
9780803741713,,"17,411",,Editor Pick,,The Book with No Pictures,2,4,
9781492671244,,"5,394",,Editor Pick,Space & Universe,8 Little Planets: A Solar System Book for Kids with Unique Planet Cutouts,2,4,
9781419723834,,"2,741",,Editor Pick,,Making Faces: A First Book of Emotions,2,4,
9780593115343,,"1,570",,Editor Pick,,Little Owl's Snow,2,4,
9780316562577,,"1,458",,Editor Pick,,Don't Touch My Hair!,2,4,
9781984816399,,"1,273",,Editor Pick,Social Skills,Kindness Makes Us Strong,2,4,
9780593174999,,"1,116",,Editor Pick,Space & Universe,"Hello, World! Planet Earth",2,4,
9780545261241,,"76,637",,Global Bestseller,Animal Stories,The Wonky Donkey,2,4,
9780920668375,,"55,615",,Global Bestseller,Bedtime Stories,Love You Forever,2,4,
9781452173801,,"15,105",,Global Bestseller,,Last Week Tonight with John Oliver Presents: A Day in the Life of Marlon Bundo (HBO),2,4,
9781426308468,,"14,526",,Global Bestseller,Learning Times,National Geographic Little Kids First Big Book of Dinosaurs (National Geographic Little Kids First Big Books),2,4,
9781646118366,,"14,213",,Global Bestseller,Space & Universe,My First Book of Planets: All About the Solar System for Kids,2,4,
9781452126999,,"8,053",,Global Bestseller,Bedtime Stories,"I Wish You More (Encouragement Gifts for Kids, Uplifting Books for Graduation)",2,4,
9780973410457,,"5,576",,Global Bestseller,,It's OK to be Different: A Children's Picture Book About Diversity and Kindness,2,4,
9781408340479,,"5,039",,Global Bestseller,Social Skills,THE SQUIRRELS WHO SQUABBLED,2,4,
9780399231094,,"6,452",,Teacher Pick,,The Mitten,2,4,
9781783704231,,"5,760",,Teacher Pick,,The Colour Monster,2,4,
9781416949114,,"5,167",,Teacher Pick,,"Please, Baby, Please (Classic Board Books)",2,4,
9780141502526,,"4,336",,Teacher Pick,,Each Peach Pear Plum (Pocket Puffin),2,4,
9780064434164,,"3,232",,Teacher Pick,Bedtime Stories,"Goodnight Moon / Buenas Noches, Luna (Spanish Edition)",2,4,
9780689807480,,"2,803",,Teacher Pick,,"Good Dog, Carl : A Classic Board Book",2,4,
9781444944204,,"2,595",,Teacher Pick,,The Huge Bag of Worries Board Book,2,4,
9781580891424,,"2,494",,Teacher Pick,,Lola at the Library (Lola Reads),2,4,
9781338760880,,"2,436",,Teacher Pick,,Clifford the Big Red Dog (Board Book),2,4,
9780374346485,,"2,369",,Teacher Pick,,Love Monster: Now a major television series!,2,4,
9780688149000,,"1,665",,Teacher Pick,,Freight Train Board Book (Caldecott Collection),2,4,
9780544032569,,"1,508",,Teacher Pick,,Stick and Stone,2,4,
9780358732495,,"1,445",,Teacher Pick,,The Little Red Hen Board Book (Paul Galdone Nursery Classic),2,4,
9781526629807,,"1,428",,Teacher Pick,,The World Made a Rainbow,2,4,
9781509862580,A Bear Family Book,"2,497",,Global Bestseller,,Whatever Next,3,5,4.8
9781509862597,A Bear Family Book,"2,746",,,,Peace At Last,3,5,4.8
9781529021387,A Bear Family Book,833,,,,"Just One of Those Days (A Bear Family Book, 3)",3,5,4.7
9781613833537,Adam Rubin,"2,131",,,Animal Stories,Those Darn Squirrels,3,5,4.7
9780547429229,Adam Rubin,958,,,,Those Darn Squirrels and the Cat Next Door,3,5,4.7
9780606374507,Adam Rubin,763,,,,Those Darn Squirrels Fly South,3,5,4.7
9781368071123,An Elephant and Piggie Book,"2,555",1,,,An Elephant & Piggie Biggie! Volume 4 (An Elephant and Piggie Book),3,4,4.9
9781484799673,An Elephant and Piggie Book,"9,712",,Teacher Pick,Great Illustration,An Elephant & Piggie Biggie! (An Elephant and Piggie Book),3,4,4.9
9781368045704,An Elephant and Piggie Book,"8,279",,Teacher Pick,Great Illustration,An Elephant & Piggie Biggie Volume 2! (An Elephant and Piggie Book),3,4,4.9
9781368057158,An Elephant and Piggie Book,"6,217",,,Great Illustration,An Elephant & Piggie Biggie! Volume 3 (An Elephant and Piggie Book),3,4,4.9
9781368072243,An Elephant and Piggie Book,676,,,,An Elephant & Piggie Biggie! Volume 5 (An Elephant and Piggie Book),3,4,5
B08BJ7NM24,Baby University,"2,094",,,S.T.E.A.M. Learning,"Quantum Physics for Babies: The Perfect Physics Gift and STEM Learning Book for Babies from the #1 Science Author for Kids (Baby University) (May 2, 2017)",3,4,4.6
B08BJ8RQD2,Baby University,"1,784",,,Learning Times,"ABCs of Biology: An ABC Board Book of First Biology Words from the #1 Science Author for Kids (STEM and Science Gifts for Kids) (Baby University 0) (June 5, 2018)",3,4,4.8
9781492656173,Baby University,"1,262",,,,"Goodnight Lab: A Scientific Parody Bedtime Book for Toddlers (Funny Gift Book for Science Lovers, Teachers, and Nerds) (Baby University) (July 4, 2017)",3,4,4.7
B08BJ8B42Z,Baby University,"1,223",,,S.T.E.A.M. Learning,"Organic Chemistry for Babies: A STEM Learning Book for Babies from the #1 Science Author for Kids (Gifts for Toddlers, Teachers, and Med School Students) (Baby University 0) (May 1, 2018)",3,4,4.8
B08BJ7R4Q5,Baby University,"1,171",,,Learning Times,"ABCs of Mathematics: Learn About Addition, Equations, and More in this Perfect Primer for Preschool Math (Baby Board Books, Science Gifts for Kids) (Baby University Book 0) (October 3, 2017)",3,4,4.8
B08BJ84BJD,Baby University,"1,059",,,Space & Universe,"Rocket Science for Babies: A Fun Space and Science Learning Gift for Babies or White Elephant Gift for Adults from the #1 Science Author for Kids (Baby University) (May 2, 2017)",3,4,4.7
B08BJ873H7,Baby University,"1,017",,,S.T.E.A.M. Learning,"Astrophysics for Babies: A STEM Book about Space and Astronomy for Little Ones by the #1 Science Author for Kids (Science Gifts for Kids) (Baby University 0) (July 3, 2018)",3,4,4.8
B08BJ8YNHV,Baby University,"1,014",,,Learning Times,"ABCs of Science: The Essential ABC Board Book of First STEM Words from the #1 Science Author for Kids (Science Gifts for Kids) (Baby University) (October 3, 2017)",3,4,4.8
B08BJ7YP1H,Baby University,968,,,,"General Relativity for Babies: An Introduction to Einstein's Theory of Relativity and Physics for Babies from the #1 Science Author for Kids (STEM and Science Gifts for Kids) (Baby University Book 0) (May 2, 2017)",3,4,4.7
B08BJ89CSY,Baby University,962,,,Space & Universe,"ABCs of Space: Explore Astronomy, Space, and our Solar System with this Essential STEM Board Book for Kids (Science Gifts for Kids) (Baby University 0) (May 1, 2018)",3,4,4.8
B08BJ817WJ,Baby University,485,,,,"Newtonian Physics for Babies (Baby University) (May 2, 2017)",3,4,4.5
B08BJ76TLS,Baby University,478,,,,"Evolution for Babies: A STEM Learning Board Book about Evolutionary Biology from the #1 Science Author for Kids (Science Gifts for Kids) (Baby University 0) (June 5, 2018)",3,4,4.7
B08BJ93WSK,Baby University,468,,,,"Nuclear Physics for Babies: A Simple Introduction to the Nucleus of an Atom from the #1 Science Author for Kids (STEM and Science Gift for Scientists) (Baby University) (May 1, 2018)",3,4,4.8
B08BJ7N26T,Baby University,449,,,S.T.E.A.M. Learning,"ABCs of Physics (Baby University Book 0) (October 3, 2017)",3,4,4.8
B08BJ6QSZ1,Baby University,406,,,S.T.E.A.M. Learning,"Quantum Entanglement for Babies (Baby University) (July 4, 2017)",3,4,4.6
B08BJ8Q98V,Baby University,369,,,S.T.E.A.M. Learning,"Quantum Computing for Babies: A Programming and Coding Math Book for Little Ones and Math Lovers from the #1 Science Author for Kids (STEM Gift for Kids) (Baby University 0) (April 3, 2018)",3,4,4.6
B08BJ975WX,Baby University,308,,,Flip Flap Series,"Optical Physics for Babies (Baby University) (July 4, 2017)",3,4,4.7
B08BJ7Q3KT,Baby University,212,,,S.T.E.A.M. Learning,"Electromagnetism for Babies (Baby University) (January 2, 2018)",3,4,4.7
