isbn,name_y,max_age,min_age,name_x,rating,review_count,main_image,Special Category,category_1,category_2,category_n
9781953399519,Ninja Life Hacks,5,4,"Earth Ninja: A Children's Book About Recycling, Reducing, and Reusing (6) (Ninja Life Hacks)",4.7,313,https://m.media-amazon.com/images/I/51N2gKoruaL._US218_.jpg,,,,
9781953399434,Ninja Life Hacks,5,4,Shy Ninja: A Children's Book About Social Emotional Learning and Overcoming Social Anxiety (14) (Ninja Life Hacks),4.7,292,https://m.media-amazon.com/images/I/41lYtE+bAOL._US218_.jpg,,,,
9781953399588,Ninja Life Hacks,5,4,Lazy Ninja: A Children's Book About Setting Goals and Finding Motivation (4) (Ninja Life Hacks),4.6,282,https://m.media-amazon.com/images/I/51R840yGMLL._US218_.jpg,,,,
9781953399564,Ninja Life Hacks,5,4,"Inclusive Ninja: An Anti-bullying Children's Book About Inclusion, Compassion, and Diversity (17) (Ninja Life Hacks)",4.7,241,https://m.media-amazon.com/images/I/51in7mE1a+L._US218_.jpg,,,,
9781953399540,Ninja Life Hacks,5,4,Hangry Ninja: A Children's Book About Preventing Hanger and Managing Meltdowns and Outbursts (20) (Ninja Life Hacks),4.6,192,https://m.media-amazon.com/images/I/51OOq2AmcdL._US218_.jpg,,,,
9780525428527,Ordinary People Change the World,5,4,"I am Martin Luther King, Jr. (Ordinary People Change the World) (January 5, 2016)",4.9,"1,605",https://m.media-amazon.com/images/I/61s-Koo9rSL._US218_.jpg,,,,
9780735228757,Ordinary People Change the World,5,4,"I am Walt Disney (Ordinary People Change the World) (September 10, 2019)",4.9,"1,489",https://m.media-amazon.com/images/I/61bGBEMR3JL._US218_.jpg,,,,
9780803740853,Ordinary People Change the World,5,4,"I am Rosa Parks (Ordinary People Change the World) (June 17, 2014)",4.9,"1,163",https://m.media-amazon.com/images/I/51oIxt1DS8L._US218_.jpg,,,,
9780735228726,Ordinary People Change the World,5,4,"I am Neil Armstrong (Ordinary People Change the World) (September 11, 2018)",4.9,"1,151",https://m.media-amazon.com/images/I/51r85WBwWzL._US218_.jpg,,,,
9780525428497,Ordinary People Change the World,5,4,"I am Jane Goodall (Ordinary People Change the World) (September 6, 2016)",4.9,977,https://m.media-amazon.com/images/I/616kj7demDL._US218_.jpg,,,,
9780525428480,Ordinary People Change the World,5,4,"I am George Washington (Ordinary People Change the World) (September 6, 2016)",4.9,950,https://m.media-amazon.com/images/I/61Pp6L+MrxL._US218_.jpg,,,,
9780803740822,Ordinary People Change the World,5,4,"I am Amelia Earhart (Ordinary People Change the World) (January 14, 2014)",4.9,924,https://m.media-amazon.com/images/I/51iqdYIAmNL._US218_.jpg,,,,
9780803740860,Ordinary People Change the World,5,4,"I am Jackie Robinson (Ordinary People Change the World) (January 8, 2015)",4.9,893,https://m.media-amazon.com/images/I/514Cfri8N0L._US218_.jpg,,,,
9780735228719,Ordinary People Change the World,5,4,"I am Harriet Tubman (Ordinary People Change the World) (January 16, 2018)",4.9,841,https://m.media-amazon.com/images/I/51C+MiqnsQL._US218_.jpg,,,,
9780525428510,Ordinary People Change the World,5,4,"I am Helen Keller (Ordinary People Change the World) (September 1, 2015)",4.9,799,https://m.media-amazon.com/images/I/619uwWWqVtL._US218_.jpg,,,,
9780525555858,Ordinary People Change the World,5,4,"I am Marie Curie (Ordinary People Change the World) (September 10, 2019)",4.9,757,https://m.media-amazon.com/images/I/511SJ-p3Q9L._US218_.jpg,,,,
9780803740839,Ordinary People Change the World,5,4,"I am Abraham Lincoln (Ordinary People Change the World) (January 14, 2014)",4.9,748,https://m.media-amazon.com/images/I/51yso1EpMSL._US218_.jpg,,,,
9780525555889,Ordinary People Change the World,5,4,"I am Leonardo da Vinci (Ordinary People Change the World) (April 14, 2020)",4.9,710,https://m.media-amazon.com/images/I/51ljuMNfGKL._US218_.jpg,,,,
9780803740846,Ordinary People Change the World,5,4,"I am Albert Einstein (Ordinary People Change the World) (September 16, 2014)",4.8,663,https://m.media-amazon.com/images/I/512Mh7xBXEL._US218_.jpg,,,,
9780525428503,Ordinary People Change the World,5,4,"I am Jim Henson (Ordinary People Change the World) (January 10, 2017)",4.9,659,https://m.media-amazon.com/images/I/51VbmHOnmnL._US218_.jpg,,,,
9780735228702,Ordinary People Change the World,5,4,"I am Gandhi (Ordinary People Change the World) (October 3, 2017)",4.8,590,https://m.media-amazon.com/images/I/51LIIMvoCqL._US218_.jpg,,,,
9780525428534,Ordinary People Change the World,5,4,"I am Sacagawea (Ordinary People Change the World) (October 3, 2017)",4.9,565,https://m.media-amazon.com/images/I/51rth1OsOpL._US218_.jpg,,,,
9780525428558,Ordinary People Change the World,5,4,"I am Lucille Ball (Ordinary People Change the World) (July 14, 2015)",4.8,540,https://m.media-amazon.com/images/I/51cDrK4tYlL._US218_.jpg,,,,
9780735228733,Ordinary People Change the World,5,4,"I am Sonia Sotomayor (Ordinary People Change the World) (November 13, 2018)",4.9,425,https://m.media-amazon.com/images/I/51JSLEXi23L._US218_.jpg,,,,
9780735228740,Ordinary People Change the World,5,4,"I am Billie Jean King (Ordinary People Change the World) (February 5, 2019)",4.8,328,https://m.media-amazon.com/images/I/61bFER2lCVL._US218_.jpg,,,,
9781409582144,Questions & Answers,5,4,"Lift-the-flap Questions and Answers about Dinosaurs (April 23, 2015)",4.8,"3,071",https://m.media-amazon.com/images/I/51mszQiDdBL._US218_.jpg,,,,
9781409582151,Questions & Answers,5,4,Lift Flap Questions Answers Our World,4.8,"1,505",https://m.media-amazon.com/images/I/51oIjh1xX-L._US218_.jpg,,,,
9781409598992,Questions & Answers,5,4,"Lift-the-Flap Questions and Answers about Space (July 13, 2016)",4.8,"1,503",https://m.media-amazon.com/images/I/51oOfnTJ2oL._US218_.jpg,,,,
9781409562115,Questions & Answers,5,4,"Lift-the-flap Questions and Answers about Animals (October 30, 2014)",4.8,843,https://m.media-amazon.com/images/I/51hV7+YFHeL._US218_.jpg,,,,
9781409562108,Questions & Answers,5,4,Lift The Flap Questions & Answers Body,4.8,783,https://m.media-amazon.com/images/I/511xy5R50GL._US218_.jpg,,,,
9781409598985,Questions & Answers,5,4,Lift-the-Flap Questions and Answers About Science (Lift-the-Flap Questions & Answers),4.8,463,https://m.media-amazon.com/images/I/51HIRO0ENKL._US218_.jpg,,,,
9781474940122,Questions & Answers,5,4,"Lift-the-Flap Questions & Answers about Growing Up (July 11, 2019)",4.7,417,https://m.media-amazon.com/images/I/51+gCcwXqmL._US218_.jpg,,,,
9781474953030,Questions & Answers,5,4,"Lift-the-Flap Questions and Answers Weather (April 4, 2019)",4.9,406,https://m.media-amazon.com/images/I/511vHgMaMYL._US218_.jpg,,,,
9781409598978,Questions & Answers,5,4,"Lift-the-Flap Questions and Answers About Food (Lift-the-Flap Questions & Answers) (November 1, 2016)",4.8,304,https://m.media-amazon.com/images/I/51tc-QbzL9L._US218_.jpg,,,,
9781474963381,Questions & Answers,5,4,"Lift-the-Flap Questions and Answers About Plastic (October 3, 2019)",4.9,146,https://m.media-amazon.com/images/I/51AiMgMmJtL._US218_.jpg,,,,
9781474933797,Questions & Answers,5,4,Lift The Flap Questions & Answers About,4.7,134,https://m.media-amazon.com/images/I/51BcPmLFrVL._US218_.jpg,,,,
9781409523338,Questions & Answers,5,4,Lift the Flap Questions & Answers (Lift-the-Flap Questions and Answert),4.7,113,https://m.media-amazon.com/images/I/51IIUJmKyjL._US218_.jpg,,,,
9781474986472,Questions & Answers,5,4,"Lift-the-Flap Questions and Answers About Feelings (Questions & Answers) (February 3, 2022)",4.8,67,https://m.media-amazon.com/images/I/51YK7uY6oDL._US218_.jpg,,,,
9781474950664,Questions & Answers,5,4,"Lift the Flap Questions and Answers about Recycling and Rubbish: 1 (Lift-the-Flap Questions & Answers) (September 3, 2020)",4.8,56,https://m.media-amazon.com/images/I/51v+2s-ZBaL._US218_.jpg,,,,
9781474989886,Questions & Answers,5,4,"How Does it Work ? - Lift-the-flap Questions and Answers (January 20, 2022)",4.7,52,https://m.media-amazon.com/images/I/51gg-c2tu6L._US218_.jpg,,,,
9781474940115,Questions & Answers,5,4,"Lift-the-flap Questions and Answers about Art (April 19, 2018)",4.7,37,https://m.media-amazon.com/images/I/51w7aGmr1mL._US218_.jpg,,,,
9781474959964,Questions & Answers,5,4,"Lift-the-flap Questions and answers about music (June 10, 2021)",4.8,36,https://m.media-amazon.com/images/I/51KhokNTYRL._US218_.jpg,,,,
9781474995825,Questions & Answers,5,4,Lift-the-flap Questions and Answers about Racism,4.6,11,https://m.media-amazon.com/images/I/51v94er2++L._US218_.jpg,,,,
9780794537227,Questions & Answers,5,4,Lift-the-Flap Questions and Answers About Time (American Edition),5,3,https://m.media-amazon.com/images/I/51q4NL-hDNL._US218_.jpg,,,,
9781949474374,Right Now,5,4,"Right Now I Am Fine - An Anxiety Book for Kids Ages 3-8 that Teaches How to Overcome Worry and Stress with Practical Calming Techniques - A Children's Book that Helps Promote a Calm and Peaceful Mind (June 13, 2020)",4.6,"3,225",https://m.media-amazon.com/images/I/51PB-jl0GPL._US218_.jpg,,,,
9781953177445,Right Now,5,4,"Right Now I Am Kind - Empathy Book for Kids Ages 3-8 that Teaches Empathy and Mindfulness - One of the Most Beautiful Kindness Books for Kids Showing How Kindness Can Be a Superpower (September 24, 2020)",4.7,"1,586",https://m.media-amazon.com/images/I/51Dy7+5XI2S._US218_.jpg,,,,
9781953177261,Right Now,5,4,"Right Now I Am Brave - Social Emotional Book for Kids Ages 3-8 that Teaches How to Overcome Fear and Accomplish Your Biggest Goals - Confidence Book that Helps Kids Reach Their Dreams with Bravery (July 31, 2020)",4.7,"1,465",https://m.media-amazon.com/images/I/51aMdKxeE3S._US218_.jpg,,,,
9781637312049,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose to Calm My Anger: A Colorful, Picture Book About Anger Management And Managing Difficult Feelings and Emotions (1) (Teacher and Therapist Toolbox: I Choose)",4.6,"2,253",https://m.media-amazon.com/images/I/51pw9QkMf6S._US218_.jpg,,,,
9781637312094,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose To Try Again: A Colorful, Picture Book About Perseverance and Diligence (Teacher and Therapist Toolbox: I Choose)",4.7,773,https://m.media-amazon.com/images/I/519pnV9pkLS._US218_.jpg,,,,
9781637312087,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose to Speak Up: A Colorful Picture Book About Bullying, Discrimination, or Harassment (Teacher and Therapist Toolbox: I Choose)",4.7,296,https://m.media-amazon.com/images/I/51572EubEAS._US218_.jpg,,,,
9781637312056,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose to Calm My Anxiety: A Colorful, Picture Book About Soothing Strategies for Anxious Children (Teacher and Therapist Toolbox: I Choose)",4.6,259,https://m.media-amazon.com/images/I/41o-+pUHjsS._US218_.jpg,,,,
9781637312919,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose to Say No: A Rhyming Picture Book About Personal Body Safety, Consent, Safe and Unsafe Touch, Private Parts, and Respectful Relationships (11) (Teacher and Therapist Toolbox: I Choose)",4.7,217,https://m.media-amazon.com/images/I/41ZY3F9TytL._US218_.jpg,,,,
9781637312698,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose to Be Respectful: A Colorful, Rhyming Picture Book About Respect (9) (Teacher and Therapist Toolbox: I Choose)",4.6,167,https://m.media-amazon.com/images/I/51UsU-WzkjL._US218_.jpg,,,,
9781637312063,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose Kindness: A Colorful, Picture Book About Kindness, Compassion, and Empathy (Teacher and Therapist Toolbox: I Choose)",4.6,130,https://m.media-amazon.com/images/I/413JTFZi7BS._US218_.jpg,,,,
9781637312100,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose to Be a Helper: A Colorful, Picture Book About Being Thoughtful and Helpful (Teacher and Therapist Toolbox: I Choose)",4.8,95,https://m.media-amazon.com/images/I/51SnHaRvc2S._US218_.jpg,,,,
9781637312704,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose Empathy: A Colorful, Rhyming Picture Book About Kindness, Compassion, and Empathy (Teacher and Therapist Toolbox: I Choose)",4.8,64,https://m.media-amazon.com/images/I/41+khx3GoqL._US218_.jpg,,,,
9781637312070,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose to Be Happy: A Colorful, Picture Book About Happiness, Optimism, and Positivity (Teacher and Therapist Toolbox: I Choose)",4.5,62,https://m.media-amazon.com/images/I/51znC1bJe-S._US218_.jpg,,,,
9781637312032,Teacher and Therapist Toolbox: I Choose,5,4,"I Choose to Reduce, Reuse, and Recycle: A Colorful, Picture Book About Saving Our Earth (Teacher and Therapist Toolbox: I Choose)",4.8,23,https://m.media-amazon.com/images/I/51VzwJPoXHS._US218_.jpg,,,,
9781637314333,Teacher and Therapist Toolbox: I Choose,5,4,I Choose to Make Good Decisions: A Rhyming Picture Book About Making Good Decisions (Teacher and Therapist Toolbox: I Choose),4.3,12,https://m.media-amazon.com/images/I/51jF-pJADOL._US218_.jpg,,,,
9781637315347,Teacher and Therapist Toolbox: I Choose,5,4,I Choose to Work Hard: A Rhyming Picture Book About Working Hard (14) (Teacher and Therapist Toolbox: I Choose),3.9,5,https://m.media-amazon.com/images/I/51b+DGtGvbL._US218_.jpg,,,,
9781637316016,Teacher and Therapist Toolbox: I Choose,5,4,I Choose to Be Thankful: A Rhyming Picture Book About Gratitude (Teacher and Therapist Toolbox: I Choose),5,5,https://m.media-amazon.com/images/I/51u3HMa+UUL._US218_.jpg,,,,
9781637314258,Teacher and Therapist Toolbox: I Choose,5,4,I Choose Acceptance: A Rhyming Picture Book About Accepting All People Despite Differences (Teacher and Therapist Toolbox: I Choose),5,3,https://m.media-amazon.com/images/I/51tc1hmRbBL._US218_.jpg,,,,
9781637316047,Teacher and Therapist Toolbox: I Choose,5,4,I Choose to Be Me: A Rhyming Picture Book About Believing in Yourself and Developing Confidence in Your Own Skin (Teacher and Therapist Toolbox: I Choose),4.5,2,https://m.media-amazon.com/images/I/41Aba9y4GtL._US218_.jpg,,,,
9781481498661,The Dinosaur That,5,4,"The Dinosaur That Pooped a Planet! (September 5, 2017)",4.8,"3,772",https://m.media-amazon.com/images/I/61HVLkNYDKL._US218_.jpg,,,,
9781534489547,The Dinosaur That,5,4,"The Dinosaur That Pooped a Princess! (May 31, 2022)",4.8,"2,715",https://m.media-amazon.com/images/I/51kwHcJzOQL._US218_.jpg,,,,
9781481498708,The Dinosaur That,5,4,"The Dinosaur That Pooped the Bed! (November 6, 2018)",4.8,"2,375",https://m.media-amazon.com/images/I/51DSl5udEVL._US218_.jpg,,,,
9781481498685,The Dinosaur That,5,4,"The Dinosaur That Pooped the Past! (March 13, 2018)",4.8,"1,567",https://m.media-amazon.com/images/I/51oIYZUPYtL._US218_.jpg,,,,
9781782956396,The Dinosaur That,5,4,Dinosaur That Pooped 1 Dad Counting,4.7,"1,368",https://m.media-amazon.com/images/I/51kd43AoVcS._US218_.jpg,,,,
9781782956402,The Dinosaur That,5,4,Dinosaur That Pooped 2 Holiday Colours,4.5,733,https://m.media-amazon.com/images/I/51qh1dAs1xL._US218_.jpg,,,,
9781782954910,The Dinosaur That,5,4,Dinosaur That Pooped A Lot!,4.1,657,https://m.media-amazon.com/images/I/51DzoGC-uRL._US218_.jpg,,,,
9781970147438,Add More Goodness,6,5,"Finding Muchness: How to Add More Life to Life (June 29, 2021)",4.8,513,https://m.media-amazon.com/images/I/411F1+MitaS._US218_.jpg,,,,
9781970147735,Add More Goodness,6,5,"Feeling Grateful: How to Add More Goodness to Your Gladness (June 28, 2022)",4.8,73,https://m.media-amazon.com/images/I/31gbOl1DSDL._US218_.jpg,,,,
9780375853425,Classic Seuss,6,5,"What Was I Scared Of? (Classic Seuss) (August 11, 2009)",4.8,"3,341",https://m.media-amazon.com/images/I/51aTFLOvreL._US218_.jpg,,,,
9780375866005,Classic Seuss,6,5,"I Can Draw It Myself, By Me, Myself (Classic Seuss) (May 24, 2011)",4.6,98,https://m.media-amazon.com/images/I/51X7tZUbbjL._US218_.jpg,,,,
9780763623449,Creatrilogy,6,5,"Ish (Creatrilogy) (August 19, 2004)",4.9,"2,151",https://m.media-amazon.com/images/I/41FcN69t78L._US218_.jpg,,,,
9780763663278,Creatrilogy,6,5,"Peter Reynolds Creatrilogy Box Set (Dot, Ish, Sky Color) (October 23, 2012)",4.9,571,https://m.media-amazon.com/images/I/51ALL247LNL._US218_.jpg,,,,
9780763623456,Creatrilogy,6,5,"Sky Color (Creatrilogy) (August 28, 2012)",4.9,519,https://m.media-amazon.com/images/I/51RyZfYoUiL._US218_.jpg,,,,
9781442402980,Creepy Tales!,6,5,Creepy Pair of Underwear! (Creepy Tales!),4.9,"4,826",https://m.media-amazon.com/images/I/41dlcuo83OL._US218_.jpg,,,,
9781534465886,Creepy Tales!,6,5,Creepy Crayon! (Creepy Tales!),4.9,"1,557",https://m.media-amazon.com/images/I/41N4lfdeF+L._US218_.jpg,,,,
9781948040181,My Dragon Books,6,5,Train Your Angry Dragon: Teach Your Dragon To Be Patient. A Cute Children Story To Teach Kids About Emotions and Anger Management. (2) (My Dragon Books),4.7,"4,624",https://m.media-amazon.com/images/I/51tlV-5-GfL._US218_.jpg,,,,
9781948040242,My Dragon Books,6,5,"Train Your Dragon To Accept NO: Teach Your Dragon To Accept 'No' For An Answer. A Cute Children Story To Teach Kids About Disagreement, Emotions and Anger Management (7) (My Dragon Books)",4.7,"2,024",https://m.media-amazon.com/images/I/51o2Q0vxTLL._US218_.jpg,,,,
9781948040402,My Dragon Books,6,5,Teach Your Dragon to Understand Consequences: A Dragon Book to Teach Children about Choices and Consequences. a Cute Children Story to Teach Kids How to Make Good Choices. (My Dragon Books),4.7,"1,512",https://m.media-amazon.com/images/I/51ELC49-xbL._US218_.jpg,,,,
9781948040525,My Dragon Books,6,5,"Fix Your Dragon's Attitude: Help Your Dragon To Adjust His Attitude. A Cute Children Story To Teach Kids About Bad Attitude, Negative Behaviors, and Attitude Adjustment. (18) (My Dragon Books)",4.7,"1,048",https://m.media-amazon.com/images/I/51P2XcmmuaL._US218_.jpg,,,,
9781948040617,My Dragon Books,6,5,Teach Your Dragon To Follow Instructions: Help Your Dragon Follow Directions. A Cute Children Story To Teach Kids The Importance of Listening and Following Instructions. (20) (My Dragon Books),4.7,882,https://m.media-amazon.com/images/I/51UsME9ABJL._US218_.jpg,,,,
9781948040426,My Dragon Books,6,5,Teach Your Dragon to Stop Lying: A Dragon Book To Teach Kids NOT to Lie. A Cute Children Story To Teach Children About Telling The Truth and Honesty. (15) (My Dragon Books),4.7,840,https://m.media-amazon.com/images/I/51iq-qeodWL._US218_.jpg,,,,
9781948040372,My Dragon Books,6,5,Train Your Dragon To Love Himself: A Dragon Book To Give Children Positive Affirmations. A Cute Children Story To Teach Kids To Love Who They Are (13) (My Dragon Books),4.8,721,https://m.media-amazon.com/images/I/51JVWTRmmXL._US218_.jpg,,,,
9781948040341,My Dragon Books,6,5,Train Your Dragon To Follow Rules: Teach Your Dragon To NOT Get Away With Rules. A Cute Children Story To Teach Kids To Understand The Importance of Following Rules. (11) (My Dragon Books),4.8,695,https://m.media-amazon.com/images/I/51K33iqM1uL._US218_.jpg,,,,
9781948040440,My Dragon Books,6,5,Teach Your Dragon to Make Friends: A Dragon Book To Teach Kids How To Make New Friends. A Cute Children Story To Teach Children About Friendship and Social Skills. (16) (My Dragon Books),4.7,656,https://m.media-amazon.com/images/I/51lAkPZwyiL._US218_.jpg,,,,
9781948040204,My Dragon Books,6,5,"The Mindful Dragon: A Dragon Book about Mindfulness. Teach Your Dragon To Be Mindful. A Cute Children Story to Teach Kids about Mindfulness, Focus and Peace. (3) (My Dragon Books)",4.7,653,https://m.media-amazon.com/images/I/51svnlTkr-L._US218_.jpg,,,,
9781948040266,My Dragon Books,6,5,Dragon and The Bully: Teach Your Dragon How To Deal With The Bully. A Cute Children Story To Teach Kids About Dealing with Bullying in Schools. (5) (My Dragon Books),4.7,503,https://m.media-amazon.com/images/I/51fA9IbEHoL._US218_.jpg,,,,
9781948040259,My Dragon Books,6,5,Potty Train Your Dragon: How to Potty Train Your Dragon Who Is Scared to Poop. A Cute Children Story on How to Make Potty Training Fun and Easy. (1) (My Dragon Books),4.5,442,https://m.media-amazon.com/images/I/5159Pjzhp8L._US218_.jpg,,,,
9781948040280,My Dragon Books,6,5,"Train Your Dragon To Be Kind: A Dragon Book To Teach Children About Kindness. A Cute Children Story To Teach Kids To Be Kind, Caring, Giving And Thoughtful. (9) (My Dragon Books)",4.7,434,https://m.media-amazon.com/images/I/51Pi24TwOGL._US218_.jpg,,,,
9781948040273,My Dragon Books,6,5,I Got This!: A Dragon Book To Teach Kids That They Can Handle Everything. A Cute Children Story to Give Children Confidence in Handling Difficult Situations. (8) (My Dragon Books),4.7,385,https://m.media-amazon.com/images/I/51RcMO26hWL._US218_.jpg,,,,
9781948040358,My Dragon Books,6,5,Train Your Dragon To Be Responsible: Teach Your Dragon About Responsibility. A Cute Children Story To Teach Kids How to Take Responsibility For The Choices They Make. (12) (My Dragon Books),4.8,373,https://m.media-amazon.com/images/I/51oDkqI3c1L._US218_.jpg,,,,
9781948040587,My Dragon Books,6,5,"Get Your Dragon To Try New Things: Help Your Dragon To Overcome Fears. A Cute Children Story To Teach Kids To Embrace Change, Learn New Skills, Try ... Their Comfort Zone. (19) (My Dragon Books)",4.7,290,https://m.media-amazon.com/images/I/51q6bMfD1lL._US218_.jpg,,,,
9781948040303,My Dragon Books,6,5,A Dragon With His Mouth On Fire: Teach Your Dragon To Not Interrupt. A Cute Children Story To Teach Kids Not To Interrupt or Talk Over People. (10) (My Dragon Books),4.8,276,https://m.media-amazon.com/images/I/51XYtJ9E3YL._US218_.jpg,,,,
9781948040464,My Dragon Books,6,5,Teach Your Dragon To Share: A Dragon Book To Teach Kids How To Share. A Cute Story To Help Children Understand Sharing and Teamwork. (17) (My Dragon Books),4.6,179,https://m.media-amazon.com/images/I/51eQc0ja4zL._US218_.jpg,,,,
9781948040297,My Dragon Books,6,5,The Yoga Dragon: A Dragon Book about Yoga. Teach Your Dragon to Do Yoga. A Cute Children Story to Teach Kids the Power of Yoga to Strengthen Bodies and Calm Minds (4) (My Dragon Books),4.6,145,https://m.media-amazon.com/images/I/51of1k7tyDL._US218_.jpg,,,,
9781948040747,My Dragon Books,6,5,"Happy Birthday, Dragon!: Celebrate The Perfect Birthday For Your Dragon. A Cute and Fun Children Story To Teach Kids To Celebrate Birthday. (6) (My Dragon Books)",4.8,109,https://m.media-amazon.com/images/I/51tSRg9lNOL._US218_.jpg,,,,
9781250199348,Our Universe,6,5,"Moon! Earth's Best Friend (Our Universe, 3)",4.9,"1,030",https://m.media-amazon.com/images/I/41UGkM5weyL._US218_.jpg,,,,
9781250108081,Our Universe,6,5,"Earth! My First 4.54 Billion Years (Our Universe, 1)",4.8,993,https://m.media-amazon.com/images/I/51yvtp0DDjL._US218_.jpg,,,,
9781250199324,Our Universe,6,5,"Sun! One in a Billion (Our Universe, 2)",4.9,698,https://m.media-amazon.com/images/I/51Npia3jC5L._US218_.jpg,,,,
9781250108098,Our Universe,6,5,"Ocean! Waves for All (Our Universe, 4)",4.9,290,https://m.media-amazon.com/images/I/51VmEwpXOxL._US218_.jpg,,,,
9781250256881,Our Universe,6,5,"Mars! Earthlings Welcome (Our Universe, 5)",4.8,247,https://m.media-amazon.com/images/I/41+3RbHupmL._US218_.jpg,,,,
9781250782496,Our Universe,6,5,"Our Planet! There's No Place Like Earth (Our Universe, 6)",4.8,82,https://m.media-amazon.com/images/I/61WD3eH8VRL._US218_.jpg,,,,
9781250813466,Our Universe,6,5,"Pluto!: Not a Planet? Not a Problem! (Our Universe, 7)",5,4,https://m.media-amazon.com/images/I/41yCGwIT-aL._US218_.jpg,,,,
9780794530440,See Inside,6,5,See Inside How things Work,4.9,"2,662",https://m.media-amazon.com/images/I/619G+jqQ1VL._US218_.jpg,,,,
9780746084120,See Inside,6,5,"See Inside Ancient Egypt - Usborne Flap Books (October 31, 2007)",4.8,568,https://m.media-amazon.com/images/I/51bbiMz4gpL._US218_.jpg,,,,
9780746064467,See Inside,6,5,"See inside castles (March 25, 2005)",4.8,457,https://m.media-amazon.com/images/I/51WcJmIFLfL._US218_.jpg,,,,
9780746070031,See Inside,6,5,"See Inside Ancient Rome (Usborne Flap Book) (May 26, 2006)",4.7,373,https://m.media-amazon.com/images/I/516IfYS+HAL._US218_.jpg,,,,
9780746087596,See Inside,6,5,"see inside space (October 31, 2008)",4.7,313,https://m.media-amazon.com/images/I/51cfGIenUQL._US218_.jpg,,,,
9780746077535,See Inside,6,5,"London (See Inside) (July 27, 2007)",4.7,276,https://m.media-amazon.com/images/I/61GxoBBjTiL._US218_.jpg,,,,
9780794530723,See Inside,6,5,Usborne Books See Under The Sea,4.8,250,https://m.media-amazon.com/images/I/61H-5BJO3wL._US218_.jpg,,,,
9780746071588,See Inside,6,5,"See Inside: The World of Dinosaurs (Usborne Flap Books): 1 (September 29, 2006)",4.7,226,https://m.media-amazon.com/images/I/51uYbZSRrsL._US218_.jpg,,,,
9780746087565,See Inside,6,5,"see inside maths (May 30, 2008)",4.7,221,https://m.media-amazon.com/images/I/61pOdmwPcPL._US218_.jpg,,,,
9780746087299,See Inside,6,5,"Your Head (See Inside) (October 31, 2007)",4.6,73,https://m.media-amazon.com/images/I/51xLEhnOvSL._US218_.jpg,,,,
9780746077702,See Inside,6,5,"Cowboys (See Inside) (February 23, 2007)",4.6,66,https://m.media-amazon.com/images/I/51PBbRtv6HL._US218_.jpg,,,,
9780746077528,See Inside,6,5,See Inside Fairyland,4.2,56,https://m.media-amazon.com/images/I/61WF6mq5npL._US218_.jpg,,,,
9780746070048,See Inside,6,5,"Pirate Ships (See Inside) (July 27, 2007)",4.3,45,https://m.media-amazon.com/images/I/51X+K0AUV4L._US218_.jpg,,,,
9780794519483,See Inside,6,5,See Inside Your Head (See Inside Board Books),3.9,2,https://m.media-amazon.com/images/I/31uHHWPbP-L._US218_.jpg,,,,
9780063045408,The Bad Seed,6,5,The Smart Cookie (The Food Group),4.9,"2,728",https://m.media-amazon.com/images/I/51ORFDQpS0S._US218_.jpg,,,,
9780063045415,The Bad Seed,6,5,The Sour Grape (The Food Group),4.8,808,https://m.media-amazon.com/images/I/51ipLbf-WaL._US218_.jpg,,,,
9781970147285,The Mentor,6,5,"Trying (December 15, 2020)",4.8,"1,418",https://m.media-amazon.com/images/I/41LVTAR4oBL._US218_.jpg,,,,
9781970147896,The Mentor,6,5,"Noticing (January 15, 2023)",4.8,81,https://m.media-amazon.com/images/I/51+QJIFyFTL._US218_.jpg,,,,
9780810911062,The Questioneers (Picture Books),6,5,"Iggy Peck, Architect (The Questioneers) (October 1, 2007)",4.9,"3,634",https://m.media-amazon.com/images/I/61pPs4qfB+L._US218_.jpg,,,,
9781419737046,The Questioneers (Picture Books),6,5,"Sofia Valdez, Future Prez (The Questioneers) (November 5, 2019)",4.9,"3,328",https://m.media-amazon.com/images/I/51bw6Y4hC2L._US218_.jpg,,,,
9781419753961,The Questioneers (Picture Books),6,5,"Aaron Slater, Illustrator (The Questioneers) (November 2, 2021)",4.9,"1,800",https://m.media-amazon.com/images/I/61O-6iBjSnL._US218_.jpg,,,,
9781416989387,The Underpants Books,6,5,"Dinosaurs Love Underpants (The Underpants Books) (December 29, 2009)",4.7,"2,446",https://m.media-amazon.com/images/I/51JWHu7gfbL._US218_.jpg,,,,
9781442427686,The Underpants Books,6,5,"Aliens in Underpants Save the World (The Underpants Books) (March 6, 2012)",4.8,515,https://m.media-amazon.com/images/I/51VLkBRYcVL._US218_.jpg,,,,
